Commit,Message,Date,Version,Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel
8ecd560d,"Add num_constraints for counting all constraints in a model (#2936)","2022-03-31 21:55:56 +1300",1.0.0,JuMP,698,250,121,38,167,11,103,3,5
f1485b63,"[docs] remove superfluous word (#2946)","2022-04-11 21:30:19 +0200",1.0.0,JuMP,698,250,121,38,167,11,103,2,6
60a5bb0e,"[docs] Convert minimal ellipse tutorial to sections (#2950)","2022-04-13 08:17:03 +1000",1.0.0,JuMP,698,250,121,38,167,11,103,3,5
32f19596,"Add docs badges to main README (#2952)","2022-04-13 16:58:01 +1000",1.0.0,JuMP,698,250,121,38,167,11,103,2,6
1b61832f,"Change ""a"" to ""an"" (#2954)","2022-04-16 10:52:55 -0400",1.0.0,JuMP,698,250,121,38,167,11,103,3,5
3ddee2fd,"Fix passing kwargs to file formats (#2959)","2022-04-22 14:24:32 +1200",1.0.0,JuMP,698,246,125,38,167,11,103,2,6
4e3c5db0,"[docs] Add RAPOSa solver to the list of solvers (#2962)","2022-04-27 01:03:24 +0200",1.0.0,JuMP,698,246,125,38,167,11,103,3,5
7999adec,"[docs] clarify primal_feasibility_report for infeasible models (#2964)","2022-04-27 12:29:33 +1200",1.0.0,JuMP,698,246,125,38,167,11,103,2,6
86e9b018,"[docs] expand example of PackageCompiler.jl (#2965)","2022-04-28 17:28:53 +1200",1.0.0,JuMP,698,246,125,38,167,11,103,1,7
93cfdf1f,"[docs] add tutorial on LP sensitivity analysis (#2967)","2022-04-29 09:37:41 +1200",1.0.0,JuMP,698,246,125,38,167,11,103,2,6
73d8b24e,"[docs] discuss for loop in constraint containers (#2969)","2022-04-29 12:34:31 +1200",1.0.0,JuMP,698,246,125,38,167,11,103,3,5
249d9693,"[docs] clarify modify-then-query in direct mode (#2972)","2022-05-06 08:38:31 +1200",1.0.0,JuMP,698,246,125,38,167,11,103,2,6
a72e61a2,"Improve error message in write_to_file (#2976)","2022-05-10 10:34:06 +1200",1.0.0,JuMP,701,246,125,38,168,11,105,2,6
9ea1df38,"Update release_notes.md with explicit info (#2980)","2022-05-11 21:04:56 -0600",1.0.0,JuMP,701,246,125,38,168,11,105,3,5
f233dd11,"[docs] document set_optimize_hook in extensions (#2982)","2022-05-14 15:42:23 +1200",1.0.0,JuMP,701,246,125,38,168,11,105,2,6
29c02b74,"Add set_normalized_coefficients (#2968)","2022-05-20 08:26:45 +1200",1.0.0,JuMP,702,246,125,38,168,11,106,3,5
890b4308,"Add set_string_names_on_creation (#2978)","2022-05-24 12:59:09 +1200",1.0.0,JuMP,705,249,125,38,168,11,106,3,5
a5eff37a,"Prep for v1.1.0 (#2989)","2022-05-26 08:40:44 +1200",1.1.0,JuMP,705,249,125,38,168,11,106,2,6
dc4a786c,"[docs] update to MOI v1.3.0 (#2996)","2022-05-28 10:50:37 +1200",1.1.0,JuMP,705,249,125,38,168,11,106,1,7
124ba754,"Use MathJax to render formula in doc (#3004)","2022-06-12 14:51:04 +0800",1.1.0,JuMP,705,249,125,38,168,11,106,3,5
0a6b1e42,"Prep for v1.1.1 (#3005)","2022-06-14 21:35:21 +1200",1.1.1,JuMP,705,249,125,38,168,11,106,2,6
967809e5,"[docs] add Pajarito to list of supported solvers (#3006)","2022-06-22 11:25:11 +1200",1.1.1,JuMP,705,249,125,38,168,11,106,3,5
9890bb2b,"Add all_constraints for all constraint types (#3002)","2022-06-24 07:17:02 +1200",1.1.1,JuMP,707,251,125,38,168,11,106,3,5
8ce8452e,"Typo fix in docstring of set_upper_bound (#3011)","2022-06-30 23:56:04 +0200",1.1.1,JuMP,707,251,125,38,168,11,106,2,6
046d1dc7,"Refactor to use MOI.Nonlinear (#2955)","2022-07-05 10:52:08 +1200",1.1.1,JuMP,698,253,131,34,162,11,100,3,4
fd66aea8,"Add delete for nonlinear constraints (#3013)","2022-07-05 18:58:42 +1200",1.1.1,JuMP,699,254,131,34,162,11,100,1,6
639c5ca1,"[docs] add constraint program formulation of Sudoku (#3014)","2022-07-06 08:55:06 +1200",1.1.1,JuMP,699,254,131,34,162,11,100,2,5
ec4a996c,"Add Clarabel to solver list (#3016)","2022-07-12 09:03:44 +0200",1.1.1,JuMP,699,254,131,34,162,11,100,3,4
8af2d3f4,"[docs] add style guide on abstract types (#2995)","2022-07-14 09:25:43 +1200",1.1.1,JuMP,699,254,131,34,162,11,100,2,5
88d4c1b5,"Add value for nonlinear constraints (#3020)","2022-07-16 17:11:54 +1200",1.1.1,JuMP,702,257,131,34,162,11,100,2,5
eb69b27f,"Typo fix in tutorial: former -> latter (#3025)","2022-07-24 04:10:51 +0200",1.1.1,JuMP,702,257,131,34,162,11,100,3,4
1844b216,"Fix link to MOI.ObjectiveSense (#3027)","2022-07-25 18:23:30 -0500",1.1.1,JuMP,702,257,131,34,162,11,100,2,5
0e37702b,"[docs] add COPT to installation (#3030)","2022-08-02 11:01:53 +1200",1.1.1,JuMP,702,257,131,34,162,11,100,3,4
08dae850,"Fix bug with set_string_name and VariablesConstrainedOnCreation (#3037)","2022-08-15 11:27:52 +1200",1.1.1,JuMP,704,257,131,34,164,11,100,2,5
0d80cb60,"Fix tests for MOI v1.7.0 (#3038)","2022-08-15 12:16:23 +1200",1.1.1,JuMP,703,257,131,34,164,11,99,2,5
22e10748,"[docs] simplify conflict documentation (#3039)","2022-08-16 09:06:24 +1200",1.1.1,JuMP,703,257,131,34,164,11,99,3,4
64d30029,"[docs] update to MOI v1.7.0 (#3040)","2022-08-16 14:14:36 +1200",1.1.1,JuMP,703,257,131,34,164,11,99,2,5
60938a6b,"[docs] fix release date of v1.2.0 (#3041)","2022-08-16 15:04:20 +1200",1.2.0,JuMP,703,257,131,34,164,11,99,1,6
51d08648,"[docs] clarify singleton set confusions (#3044)","2022-08-18 16:34:30 +1200",1.2.0,JuMP,703,257,131,34,164,11,99,3,4
f6720f91,"Fix parsing of double-sided nl constraints (#3045)","2022-08-22 11:40:10 +1200",1.2.0,JuMP,705,258,131,34,165,11,99,2,5
95a29745,"Prep for v1.2.1 (#3046)","2022-08-22 14:22:41 +1200",1.2.1,JuMP,705,258,131,34,165,11,99,1,6
f6b1bff9,"Add missing license headers (#3047)","2022-08-24 11:25:59 +1200",1.2.1,JuMP,705,258,131,34,165,11,99,3,4
25e39dd9,"Improve coverage of src/nlp.jl (#3050)","2022-08-24 12:46:48 +1200",1.2.1,JuMP,705,258,131,34,165,11,99,1,6
3759d3c4,"Remove unused methods (#3048)","2022-08-24 12:47:06 +1200",1.2.1,JuMP,702,258,128,34,165,11,99,2,5
711cc5a9,"Improve coverage for src/print.jl (#3051)","2022-08-24 14:23:55 +1200",1.2.1,JuMP,702,258,128,34,165,11,99,3,4
547895c4,"Improve coverage in src/macros.jl and quad_expr.jl (#3053)","2022-08-24 18:47:28 +1200",1.2.1,JuMP,701,258,128,34,164,11,99,3,4
4e68204a,"[docs] clarify supported exts in write_to_file (#3054)","2022-08-29 09:21:33 +1200",1.2.1,JuMP,701,258,128,34,164,11,99,2,5
05e51070,"[docs] add License paragraph to introduction (#3056)","2022-08-29 10:16:46 +1200",1.2.1,JuMP,701,258,128,34,164,11,99,3,4
f31840c7,"[Containers] add slicing for SparseAxisArray (#3031)","2022-08-29 16:19:14 +1200",1.2.1,JuMP,701,258,128,34,164,11,99,2,5
a3905555,"Improve coverage in optimizer_interface.jl (#3059)","2022-08-30 12:51:11 +1200",1.2.1,JuMP,701,258,128,34,164,11,99,3,4
f3c18e5e,"[docs] Remove literate footer in PDF (#3060)","2022-08-30 16:09:02 +1200",1.2.1,JuMP,701,258,128,34,164,11,99,2,5
f92ac03c,"[Containers] fix DenseAxisArray with Vector key (#3064)","2022-09-02 11:18:15 +1200",1.2.1,JuMP,701,258,128,34,164,11,99,1,6
59926a99,"[docs] update docs/Project.toml (#3065)","2022-09-02 11:55:46 +1200",1.2.1,JuMP,701,258,128,34,164,11,99,3,4
b2502d01,"Prep for v1.3.0 (#3066)","2022-09-05 09:59:10 +1200",1.3.0,JuMP,701,258,128,34,164,11,99,2,5
ada5394b,"[docs] start a tutorial on debugging JuMP models (#3043)","2022-09-10 12:49:41 +1200",1.3.0,JuMP,701,258,128,34,164,11,99,3,4
6a358d19,"Fix stability of operators with Complex args (#3072)","2022-09-12 11:39:41 +1200",1.3.0,JuMP,701,258,128,34,164,11,99,2,5
b4b48296,"[docs] override style in PDF output (#3075)","2022-09-16 09:57:08 +1200",1.3.0,JuMP,701,258,128,34,164,11,99,3,4
c5b301cf,"[docs] add link to documentation PDF (#3076)","2022-09-16 12:02:22 +1200",1.3.0,JuMP,701,258,128,34,164,11,99,1,6
ac47aca6,"[docs] lots of minor tweaks to the tutorials after reading through the PDF (#3078)","2022-09-16 21:39:46 +1200",1.3.0,JuMP,701,258,128,34,164,11,99,3,4
fa3f3b36,"[docs] fix typo in getting started with Julia (#3079)","2022-09-18 00:16:47 +0300",1.3.0,JuMP,701,258,128,34,164,11,99,2,5
72ca1372,"[docs] change Getting started with Julia to use REPL blocks (#3077)","2022-09-18 12:59:25 +1200",1.3.0,JuMP,701,258,128,34,164,11,99,1,6
0219941c,"[docs] remove urban_plan.jl (#3081)","2022-09-20 07:38:50 +1200",1.3.0,JuMP,701,258,128,34,164,11,99,3,4
6f3b4d08,"[docs] refactor the transportation problem tutorial (#3082)","2022-09-20 08:19:09 +1200",1.3.0,JuMP,701,258,128,34,164,11,99,2,5
3dbbfa83,"[docs] condense the simple nonlinear tutorials into a single page (#3084)","2022-09-20 11:54:39 +1200",1.3.0,JuMP,701,258,128,34,164,11,99,3,4
f3bfb745,"[docs] add comments and multiline strings to getting_started_with_julia (#3085)","2022-09-20 12:28:29 +1200",1.3.0,JuMP,701,258,128,34,164,11,99,2,5
00ec3268,"Improve performance of `relax_integrality` (#3087)","2022-09-25 15:32:27 -0700",1.3.0,JuMP,701,258,128,34,164,11,99,3,4
8939bbc9,"[docs] add Vale as a documentation linter (#3080)","2022-09-27 14:30:52 +1300",1.3.0,JuMP,701,258,128,34,164,11,99,2,5
f5749e5a,"Fix method ambiguities in JuMP (#3092)","2022-09-28 19:16:57 +1300",1.3.0,JuMP,705,258,127,34,164,11,104,3,4
8e67a083,"[docs] convert getting_started_with_jump into REPLs (#3095)","2022-09-29 13:29:26 +1300",1.3.1,JuMP,705,258,127,34,164,11,104,2,5
8b774fdd,"[docs] tweak the order and content of should_i_use (#3102)","2022-10-01 16:42:49 +1300",1.3.1,JuMP,705,258,127,34,164,11,104,3,4
1a5b487b,"Fix copy_to(::Model, src) when src is nonlinear (#3101)","2022-10-08 17:50:25 +1300",1.3.1,JuMP,709,258,127,36,166,11,104,2,5
b4eee848,"[docs] remove incorrect statement about conflicting objectives (#3107)","2022-10-14 14:41:30 +1300",1.3.1,JuMP,709,258,127,36,166,11,104,3,4
bcb803ed,"Fix printing of complex coefficients in expressions (#3112)","2022-10-25 08:49:10 +1300",1.3.1,JuMP,709,258,126,36,166,11,105,1,6
d33e05ce,"Add Tables.jl support to containers (#3104)","2022-10-27 20:13:12 +0200",1.3.1,JuMP,709,258,126,36,166,11,105,2,5
a9c6e86d,"Prep for v1.4.0 (#3117)","2022-10-29 14:16:38 +1300",1.4.0,JuMP,709,258,126,36,166,11,105,3,4
df681a86,"[docs] update package versions (#3119)","2022-10-30 12:40:26 +1300",1.4.0,JuMP,709,258,126,36,166,11,105,2,5
f40df431,"[docs] fix output in diet tutorial (#3120)","2022-10-30 13:24:37 +1300",1.4.0,JuMP,709,258,126,36,166,11,105,1,6
5c85085e,"[docs] explain Dates.period in set_time_limit_sec (#3121)","2022-10-31 15:16:11 +1300",1.4.0,JuMP,709,258,126,36,166,11,105,2,5
31fd986a,"Fix error message for vectorized interval constraints (#3123)","2022-11-02 07:31:42 +1300",1.4.0,JuMP,710,258,127,36,166,11,105,2,5
8827a96f,"Fix optimizer_attribute with AbstractString names (#3127)","2022-11-08 13:16:30 +1300",1.4.0,JuMP,712,259,127,36,167,11,105,3,4
67b92bc6,"Update format for JuliaFormatter v1.0.15 (#3130)","2022-11-15 20:03:51 +1300",1.4.0,JuMP,712,259,127,36,167,11,105,2,5
2b7bdfc6,"Add HermitianPSDCone (#3109)","2022-11-17 02:53:46 +0100",1.4.0,JuMP,725,262,136,36,167,11,106,2,5
e9692eb1,"[docs] build with Documenter#master (v0.28-DEV) (#3094)","2022-11-18 12:12:12 +1300",1.4.0,JuMP,725,262,136,36,167,11,106,3,4
187a9586,"Add tests for LinearAlgebra wrapper operations (#3132)","2022-11-22 12:00:18 +1300",1.4.0,JuMP,725,262,136,36,167,11,106,2,5
cbf6ffdf,"Add support for get/set of attributes in optimizer_with_attributes (#3129)","2022-11-24 10:32:25 +1300",1.4.0,JuMP,725,263,136,35,167,11,106,3,4
a5010427,"[docs] tidy format of the release notes (#3135)","2022-11-24 19:03:45 +1300",1.4.0,JuMP,725,263,136,35,167,11,106,2,5
d051ac08,"Add support for creation of complex variables (#3134)","2022-11-25 09:29:42 +0100",1.4.0,JuMP,728,263,139,35,167,11,106,3,4
0878c8ff,"[docs] remove the workforce and steelT3 tutorials (#3143)","2022-12-08 08:26:31 +1300",1.4.0,JuMP,728,263,139,35,167,11,106,2,5
9b4c8802,"Prep for v1.5.0 (#3142)","2022-12-08 09:07:02 +1300",1.5.0,JuMP,728,263,139,35,167,11,106,3,4
11c1782f,"Convert more test files to functional form (#3146)","2022-12-08 13:33:52 +1300",1.5.0,JuMP,728,263,139,35,167,11,106,2,5
96f34777,"[docs] clarify you can use index sets when setting the start value (#3148)","2022-12-09 12:30:11 +1300",1.5.0,JuMP,728,263,139,35,167,11,106,3,4
d986530f,"Fix promotion and adjoint for complex expressions (#3150)","2022-12-15 04:44:01 +0100",1.5.0,JuMP,729,263,140,35,167,11,106,3,4
8f6081b0,"Add relax_with_penalty (#3140)","2022-12-20 10:48:38 +1300",1.5.0,JuMP,733,264,142,36,167,11,106,3,4
ee382c10,"Add explanatory warning before OptimizeNotCalled error (#3156)","2022-12-21 08:34:37 +1300",1.5.0,JuMP,733,264,142,36,167,11,106,2,5
2298c580,"Add has_start_value function (#3157)","2022-12-20 16:12:44 -0700",1.5.0,JuMP,734,265,142,36,167,11,106,3,4
6d486d96,"Add support for Hermitian PSD constraint (#3154)","2022-12-23 12:22:53 +0100",1.5.0,JuMP,739,266,144,36,168,11,107,3,4
355e7793,"[docs] fix typo in tips and tricks (#3163)","2022-12-24 00:27:01 +1300",1.5.0,JuMP,739,266,144,36,168,11,107,2,5
c57514d8,"Run MutableArithmetics tests with complex coefficients (#3164)","2023-01-01 01:49:12 +0100",1.5.0,JuMP,739,266,144,36,168,11,108,3,3
0871cfb6,"Prep for v1.6.0 (#3165)","2023-01-02 10:15:16 +1300",1.6.0,JuMP,739,266,144,36,168,11,108,2,4
d8a32623,"Tidy test/mutable_arithmetics.jl (#3166)","2023-01-03 16:53:47 +1300",1.6.0,JuMP,739,266,144,36,168,11,108,3,3
c736a7c0,"Tidy test/JuMPExtension.jl (#3169)","2023-01-04 16:22:10 +1300",1.6.0,JuMP,739,266,144,36,168,11,108,2,4
ed3dc0fb,"Refactor runtests.jl to use a single run_tests function (#3168)","2023-01-05 09:10:45 +1300",1.6.0,JuMP,739,266,144,36,168,11,108,3,3
6c2b3e1a,"Remove unneeded testsets (#3171)","2023-01-05 11:20:19 +1300",1.6.0,JuMP,739,266,144,36,168,11,108,2,4
8f26202b,"Remove VERSION checks for unsupported Julia versions (#3172)","2023-01-05 12:26:38 +1300",1.6.0,JuMP,739,266,144,36,168,11,108,1,5
9f61e95c,"[Containers] add support for view of DenseAxisArray (#3152)","2023-01-06 10:10:12 +1300",1.6.0,JuMP,739,266,144,36,168,11,108,4,2
2afe069a,"[docs] document how to test JuMP extensions (#3174)","2023-01-06 11:09:14 +1300",1.6.0,JuMP,739,266,144,36,168,11,108,3,3
10246611,"Fix method ambiguities in JuMP.Containers (#3173)","2023-01-06 12:14:38 +1300",1.6.0,JuMP,739,266,144,36,168,11,108,4,2
6460d89f,"Improve error message thrown when = used instead of == in macro (#3178)","2023-01-09 14:11:32 +1300",1.6.0,JuMP,739,266,144,36,168,11,108,3,3
e4b06103,"Improve error message for common case of using Bool instead of Bin (#3181)","2023-01-10 06:23:45 +1300",1.6.0,JuMP,741,266,146,36,168,11,108,3,3
3bec5762,"[docs] bump the version of Documenter (#3185)","2023-01-11 16:43:27 +1300",1.6.0,JuMP,741,266,146,36,168,11,108,2,4
5c0b0d86,"Add support for collections of variables in ComplexPlane (#3184)","2023-01-12 09:31:05 +1300",1.6.0,JuMP,744,269,146,36,168,11,108,3,3
cfc32ce9,"Tidy import of packages and remove unnecessary prefixes (#3186)","2023-01-12 12:04:49 +1300",1.6.0,JuMP,744,269,146,36,168,11,108,4,2
a978323d,"Refactor JuMP.jl, moving methods into their related files (#3188)","2023-01-17 19:55:53 +1300",1.6.0,JuMP,743,269,145,36,168,11,108,2,4
5a524cf5,"Add more precompile statements to improve TTFX of Ipopt (#3197)","2023-01-25 11:11:38 +1300",1.6.0,JuMP,743,269,145,36,168,11,108,3,3
66894f2e,"[docs] Fix typo in the Benders tutorial (#3201)","2023-01-25 20:14:21 +0100",1.7.0,JuMP,743,269,145,36,168,11,108,2,4
a228a0a2,"[docs] bump version of HiGHS used in docs (#3200)","2023-01-26 08:15:01 +1300",1.7.0,JuMP,743,269,145,36,168,11,108,3,3
20f36c9d,"[docs] add tutorial on constraint programming (#3202)","2023-01-26 16:30:02 +1300",1.7.0,JuMP,743,269,145,36,168,11,108,1,5
a9a40b24,"[docs] fix links in release notes (#3203)","2023-01-26 18:57:10 +1300",1.7.0,JuMP,743,269,145,36,168,11,108,3,3
f3366e54,"[docs] add more conic examples for MOI cones (#3205)","2023-01-31 06:37:08 +1300",1.7.0,JuMP,743,269,145,36,168,11,108,1,5
71f66bc2,"Add --> syntax support for indicator constraints (#3207)","2023-02-01 08:39:18 +1300",1.7.0,JuMP,744,269,145,36,169,11,108,2,4
57785aee,"Add <--> syntax support for reified constraints (#3206)","2023-02-01 08:51:07 +1300",1.7.0,JuMP,747,269,145,36,171,11,109,3,3
18f48b53,"Add fix_discrete_variables for computing the dual of a MIP (#3208)","2023-02-03 16:26:12 +1300",1.7.0,JuMP,750,271,145,37,171,11,109,3,3
6add68d9,"Use MOI.Utilities.distance_to_set in primal_feasibility_report (#3209)","2023-02-04 14:17:29 +1300",1.7.0,JuMP,737,270,145,37,171,11,97,2,4
451740ad,"[docs] fix version links in changelog (#3210)","2023-02-06 13:50:43 +1300",1.7.0,JuMP,737,270,145,37,171,11,97,3,3
cd96cd4e,"[docs] update knapsack tutorial (#3216)","2023-02-14 10:46:46 +1100",1.7.0,JuMP,737,270,145,37,171,11,97,2,4
237fd6c2,"Switch to LU factorization in lp_sensitivity_report (#3182)","2023-02-15 08:59:40 +1300",1.7.0,JuMP,737,270,145,37,171,11,97,3,3
0b308bf0,"[docs] add ellipsoid approximation tutorial (#3218)","2023-02-15 14:03:30 +1100",1.7.0,JuMP,737,270,145,37,171,11,97,2,4
fc5418bd,"Add support for vector-valued objectives (#3176)","2023-02-16 06:53:50 +1300",1.7.0,JuMP,740,267,145,40,172,11,99,3,3
7d275984,"Prep for v1.8.0 (#3221)","2023-02-16 14:31:45 +1300",1.8.0,JuMP,740,267,145,40,172,11,99,1,5
eae58d22,"Fix init kwarg in nonlinear generator expressions (#3226)","2023-02-22 09:31:03 +1300",1.8.0,JuMP,740,267,145,40,172,11,99,2,4
c3981fd4,"[docs] fix typo in network_flows.jl (#3230)","2023-02-22 14:39:31 +1300",1.8.0,JuMP,740,267,145,40,172,11,99,3,3
50234cb1,"[docs] refactor some conic tutorials into simple_examples.jl (#3229)","2023-02-22 14:42:26 +1300",1.8.0,JuMP,740,267,145,40,172,11,99,2,4
385c72fa,"[docs] Polish simple SDP examples (#3232)","2023-02-24 04:54:24 +1100",1.8.1,JuMP,740,267,145,40,172,11,99,3,3
25ad3f0e,"Add get_attribute and set_attribute (#3219)","2023-02-23 23:01:56 -0300",1.8.1,JuMP,749,274,146,35,177,12,99,3,3
4d64d8dd,"[docs] fix typos in parallelism tutorial (#3243)","2023-02-27 14:55:59 +1100",1.8.1,JuMP,749,274,146,35,177,12,99,2,4
64cbb63d,"Style fix: requestedcontainer -> requested_container (#3247)","2023-02-27 20:16:40 +0100",1.8.1,JuMP,749,274,146,35,177,12,99,3,3
45f64f03,"Wrap reshaped vector in LinearAlgebra.Hermitian (#3245)","2023-02-27 20:19:59 +0100",1.8.1,JuMP,749,274,146,35,177,12,99,2,4
63297621,"Implement Base.isreal for complex expressions (#3252)","2023-02-28 12:04:13 +1300",1.8.2,JuMP,749,274,146,35,177,12,99,3,3
124e5bbe,"Improve error message when plural macro not passed a block (#3255)","2023-03-01 08:19:39 +1300",1.8.2,JuMP,749,274,146,35,177,12,99,2,4
7bd8e09d,"Add set_start_values to simplify setting all starting values in a model (#3238)","2023-03-01 09:28:29 +1300",1.8.2,JuMP,752,276,146,35,177,12,100,3,3
554c8380,"[docs] add example of how to register function with multiple input arguments (#3258)","2023-03-02 08:52:49 +1300",1.8.2,JuMP,752,276,146,35,177,12,100,2,4
60392b07,"Add quantum state discrimination tutorial (#3250)","2023-03-02 09:40:38 +1300",1.8.2,JuMP,752,276,146,35,177,12,100,3,3
ac20706e,"Support inequality syntax for HermitianPSDCone (#3256)","2023-03-03 09:57:29 +1300",1.8.2,JuMP,756,278,146,35,177,12,102,2,4
b9cf868d,"Add remove_bridge, print_active_bridges, and document (#3259)","2023-03-03 10:14:36 +1300",1.8.2,JuMP,756,278,141,37,177,16,102,3,2
b5d30042,"Revert ""Support inequality syntax for HermitianPSDCone (#3256)"" (#3264)","2023-03-03 19:52:09 +0100",1.8.2,JuMP,752,276,141,37,177,16,100,3,2
24fd85d4,"[docs] fix bounds in power_systems.jl (#3268)","2023-03-06 15:26:05 +1300",1.8.2,JuMP,752,276,141,37,177,16,100,2,3
3cc78bda,"[docs] clarify in-place can be slower for small models (#3269)","2023-03-06 19:27:44 +1300",1.8.2,JuMP,752,276,141,37,177,16,100,3,2
09199959,"Prep for v1.9.0 (#3251)","2023-03-07 13:09:24 +1300",1.9.0,JuMP,752,276,141,37,177,16,100,1,4
63f92c2d,"Fix compat lower bound of MOI (#3272)","2023-03-08 11:42:16 +1300",1.9.0,JuMP,752,276,141,37,177,16,100,2,3
b5e50a3d,"[docs] split user-defined Hessian tutorial in two (#3274)","2023-03-09 14:52:13 +1100",1.9.0,JuMP,752,276,141,37,177,16,100,1,4
17faa1bb,"[docs] Improve docstrings and convert julia blocks to jldoctest (#3276)","2023-03-10 09:20:52 +1300",1.9.0,JuMP,752,276,141,37,177,16,100,3,2
f38bfcec,"Add JuMP-level Nonnegatives, Nonpositives, and Zeros sets (#3273)","2023-03-11 12:18:19 +1300",1.9.0,JuMP,761,276,144,37,183,16,100,3,2
9b9e4dcf,"[docs] clarify that macros create new bindings (#3284)","2023-03-16 08:01:43 +1300",1.9.0,JuMP,761,276,144,37,183,16,100,2,3
59cfe785,"Add support for {Hermitian,Symmetric} in Zeros constraint (#3281)","2023-03-16 08:02:51 +1300",1.9.0,JuMP,768,278,149,37,183,16,100,4,1
6f098003,"[docs] limit internal threading in parallelism.md (#3283)","2023-03-16 16:23:26 +1300",1.9.0,JuMP,768,278,149,37,183,16,100,3,2
cca8d6c5,"[docs] Add plot to minimum distortion example. (#3288)","2023-03-17 07:50:37 +1100",1.9.0,JuMP,768,278,149,37,183,16,100,4,1
3d168dae,"[docs] add Google style rules to Vale and fix warnings (#3285)","2023-03-18 10:51:35 +1300",1.9.0,JuMP,768,278,149,37,183,16,100,3,2
340770e8,"Add citation for JuMP 1.0 paper (#3294)","2023-03-21 17:27:04 +1300",1.9.0,JuMP,768,278,149,37,183,16,100,2,3
f4721e67,"Add HermitianMatrixSpace (#3292)","2023-03-22 09:36:03 +0100",1.9.0,JuMP,769,279,149,37,183,16,100,4,1
faa72909,"[docs] update Pkg versions (#3298)","2023-03-23 15:17:55 +1300",1.9.0,JuMP,769,279,149,37,183,16,100,3,2
9fae47a3,"Add comment on the order of setting start values (#3303)","2023-03-25 09:48:24 +1300",1.9.0,JuMP,769,279,149,37,183,16,100,4,1
664711a1,"Add JuMP-level sets for Semicontinuous and Semiinteger (#3302)","2023-03-25 10:38:19 +1300",1.9.0,JuMP,773,281,151,37,183,16,100,3,2
be7ae582,"Add Hermitian tag in variable macro (#3293)","2023-03-26 23:17:54 +0200",1.9.0,JuMP,773,281,151,37,183,16,100,4,1
f4c11e4e,"[docs] clarify HiGHS supports QP (#3308)","2023-03-29 09:23:59 +1300",1.9.0,JuMP,773,281,151,37,183,16,100,3,2
0778238f,"[Containers] add support for Base.getindex(::Container; kwargs...) (#3237)","2023-03-30 06:48:09 +1300",1.9.0,JuMP,776,282,153,37,183,16,100,0,5
d1f4194b,"Fix error message for unrecognized sense (#3311)","2023-04-03 19:59:46 +1200",1.9.0,JuMP,780,284,153,37,184,16,101,2,3
3dd83b54,"Prep for v1.10.0 (#3304)","2023-04-03 21:38:48 +1200",1.10.0,JuMP,780,284,153,37,184,16,101,1,4
a2875314,"[Containers] fix when axis is Vector{Any} (#3280)","2023-04-06 10:01:55 +1200",1.10.0,JuMP,780,284,153,37,184,16,101,2,3
