Commit,Message,Date,Version,Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel
019a742c,"Respect :widen when passing :lims (#3552)","2021-06-07 11:46:49 -0700",1.16.3,Plots,1664,427,208,137,463,221,174,2,32
203af856,"embeddable_html (#3559)","2021-06-09 09:01:40 +0200",1.16.3,Plots,1665,428,208,137,463,221,174,2,32
2b22dae7,"Handle matrices of annotations and copy for `plot(plots)` (#3572)","2021-06-17 09:29:39 +0200",1.16.5,Plots,1670,428,210,137,464,223,174,2,32
bba971f7,"GR: fix axis flip / mirror in 3D plots (#3584)","2021-06-30 22:50:09 +0200",1.16.7,Plots,1671,429,210,137,464,223,174,2,32
0122d706,"Merge pull request #3601 from t-bltg/warn_log","2021-07-05 12:13:36 +0200",1.16.8,Plots,1672,429,210,137,465,223,174,2,32
09356ee3,"Merge pull request #3609 from t-bltg/simplify_layouts","2021-07-05 12:50:14 +0200",1.16.8,Plots,1671,428,210,137,465,223,174,2,32
db7420fd,"fix dispatches for `plot` and `plot!` (#3602)","2021-07-05 13:25:20 +0200",1.16.8,Plots,1673,428,210,137,465,225,174,2,32
e58fdf97,"Gnuplot (GASTON) backend testing (#3177)","2021-07-06 00:52:59 +0900",1.17.0,Plots,1688,441,211,138,465,225,174,2,32
798de8b1,"add the plot_title (#2690)","2021-07-14 15:45:53 +0200",1.18.2,Plots,1689,441,211,138,466,225,174,2,32
878e5901,"Merge pull request #3661 from t-bltg/rng","2021-07-23 19:50:54 +0200",1.19.3,Plots,1690,441,211,138,466,226,174,2,32
80748eb5,"Merge pull request #3735 from JuliaPlots/t-bltg-patch-1","2021-07-31 21:13:59 +0200",1.19.4,Plots,1689,441,211,138,465,226,174,2,32
508c4789,"Merge pull request #3634 from t-bltg/annotate","2021-08-02 17:28:30 +0200",1.19.4,Plots,1696,444,211,138,469,226,174,2,32
c171cd0c,"Merge pull request #3745 from t-bltg/mesh3d","2021-08-03 20:57:45 +0200",1.20.0,Plots,1697,444,211,138,470,226,174,2,32
40b5df38,"Merge pull request #3743 from t-bltg/ann","2021-08-03 20:58:12 +0200",1.20.0,Plots,1698,446,211,138,471,224,174,2,32
52ec432c,"Plotly: Enable specified contour values for ranges; warn otherwise (#3757)","2021-08-25 12:40:54 +0100",1.20.1,Plots,1699,446,211,138,472,224,174,2,32
ded80847,"Add hatched fill for GR and PyPlot (#3107)","2021-08-26 07:55:56 -0700",1.21.0,Plots,1703,448,211,138,474,224,174,2,32
70b635db,"Cache axis args in a dictionary (#3775)","2021-08-31 15:36:58 -0400",1.21.2,Plots,1705,450,211,138,474,224,174,2,32
0a9d30f7,"Fix invalid axes aliases (#3803)","2021-09-14 18:00:23 +0200",1.21.3,Plots,1706,450,211,138,474,225,174,2,32
4f8a265c,"Fix generic aliases (#3824)","2021-09-17 21:43:26 +0200",1.22.0,Plots,1707,450,211,138,474,226,174,2,32
866cb0c3,"Add `:mesh3d` seriesstyle for PyPlot backend (#3835)","2021-09-22 17:12:11 +0200",1.22.1,Plots,1708,450,211,138,475,226,174,2,32
6fa3dae1,"Fix type inference failure in `get_clims` (#3838)","2021-09-22 13:18:57 -0400",1.22.1,Plots,1708,452,211,136,475,226,174,2,32
405bc082,"Speed up `get_clims` (#3839)","2021-09-27 08:01:18 -0400",1.22.2,Plots,1709,454,211,136,474,226,174,2,32
aca2aa49,"Generalize GR tick label rotations (#3782)","2021-10-05 07:44:12 -0400",1.22.3,Plots,1710,454,211,136,475,226,174,2,32
d74ee637,"Fix for regression with colorbar limits (#3874)","2021-10-12 14:18:12 -0400",1.22.4,Plots,1713,454,211,136,478,226,174,2,32
12a1d835,"Use `GR.polygonmesh3d` for `:mesh3d` seriestype (#3868)","2021-10-13 11:35:06 +0200",1.22.5,Plots,1715,455,211,136,479,226,174,2,32
3b0950f9,"Fix vector attributes to bar plots (#3751)","2021-10-19 22:21:20 +0300",1.22.6,Plots,1716,455,211,136,480,226,174,2,32
2e67e843,"Legend overhaul including horizontal legends (#2854)","2021-10-22 15:09:14 +0200",1.22.7,Plots,1717,455,211,137,480,226,174,2,32
d1309c6c,"Fix LaTeXStrings support for `UnicodePlots` and `InspectDR` (#3879)","2021-11-03 09:22:37 +0100",1.23.3,Plots,1719,455,212,137,481,226,174,2,32
e9ae75df,"Fix setting of legend font via `legend_font` (#3934)","2021-11-11 09:48:29 +0100",1.23.5,Plots,1720,454,212,138,482,226,174,2,32
e471ce8d,"rework layout macro to use Base types (#3943)","2021-11-25 11:40:25 +0100",1.23.6,Plots,1713,449,214,138,479,226,174,2,31
6baa1202,"fix transposing in plotlyjs (#3953)","2021-11-26 09:59:44 +0100",1.24.1,Plots,1713,448,214,139,479,226,174,2,31
79cf62cf,"Upgrade plotly.js to v2.6.3 (#3958)","2021-12-01 20:45:23 +0800",1.24.3,Plots,1713,449,214,138,479,226,174,2,31
3405d299,"Versioned precompile script - drop 1.5 - support 1.6 and 1.7 (#3972)","2021-12-02 11:38:45 +0100",1.24.4,Plots,1710,447,214,137,479,226,174,2,31
95d1fa00,"Set max_methods=1 (#4010)","2021-12-29 07:31:29 -0500",1.25.3,Plots,1710,427,213,158,479,226,174,2,31
2896c5a2,"Rework `warn_on_unsupported` (#4081)","2022-01-28 15:32:15 +0100",1.25.7,Plots,1711,427,213,159,479,226,174,2,31
e3ea9719,"Precompilation statements for `nightly` (#4082)","2022-01-28 22:00:26 +0100",1.25.7,Plots,1713,429,213,159,479,226,174,2,31
d342672d,"Allow  `color` on txt io (#4102)","2022-02-17 22:33:09 +0100",1.25.10,Plots,1714,430,209,163,479,226,174,2,31
ed9f0bca,"Update precompile_*.jl file [skip ci] (#4101)","2022-02-18 13:55:22 +0100",1.25.10,Plots,1712,428,209,163,479,226,174,2,31
95fd48ed,"Bbs/legendfontx (#4119)","2022-02-26 17:26:14 +0100",1.25.11,Plots,1711,428,209,163,478,226,174,2,31
092fb670,"Actually check if the loaded backend version mets the compat entries (#4137)","2022-03-11 10:49:40 +0100",1.26.0,Plots,1712,430,209,162,478,226,174,2,31
02d08beb,"improve coverage (#4155)","2022-03-27 01:42:05 +0100",1.27.3,Plots,1711,430,209,162,478,226,174,2,30
616d7247,"Add version check for `1.8` precompiles (#4179)","2022-04-14 07:32:59 -0400",1.27.5,Plots,1713,432,209,162,478,226,174,2,30
9e34ed03,"add permute, deprecate orientation (#4164)","2022-05-05 15:15:56 +0200",1.29.0,Plots,1714,432,209,162,479,226,174,2,30
6938f8d2,"Fix handling of multi-series `series_annotations` (#4225)","2022-06-07 02:26:55 -0500",1.29.0,Plots,1715,432,209,162,479,227,174,2,30
e39856ef,"Even faster series adding (#4235)","2022-06-14 10:24:57 -0400",1.30.0,Plots,1718,432,209,164,480,227,174,2,30
582bc72b,"Merge pull request #4241 from JuliaPlots/bbs/fix-gr-is3d","2022-06-17 08:22:37 +0200",1.30.0,Plots,1719,432,209,164,481,227,174,2,30
a4d8ccfd,"update `UnicodePlots` to `3.0.0` - coverage (#4250)","2022-06-24 18:35:50 +0200",1.30.2,Plots,1720,438,208,165,482,227,164,2,34
fa173762,"fix `mesh3d_triangles` (#4251)","2022-06-25 00:28:32 +0200",1.31.0,Plots,1718,437,208,165,481,227,164,2,34
85e38750,"fix annotations (#4265)","2022-07-09 20:43:03 +0200",1.31.1,Plots,1739,437,224,165,481,232,164,2,34
6c622e09,"annotations at discrete locations - doc update (#4145)","2022-07-13 02:55:32 +0300",1.31.2,Plots,1741,437,224,165,483,232,164,2,34
fe8f2b07,"Warning on bad lims argument (#3989)","2022-07-14 17:02:04 +0300",1.31.2,Plots,1746,439,225,165,485,232,164,2,34
afed6f96,"add `apng` animation support (#4295)","2022-08-06 18:24:11 +0200",1.31.5,Plots,1751,441,225,165,486,234,164,2,34
4953a3de,"output: support `io` methods (#4301)","2022-08-07 20:17:48 +0200",1.31.5,Plots,1769,441,243,165,486,234,164,2,34
307fbbd5,"Add tests, fix annotate! API (#4307)","2022-08-13 12:00:33 -0400",1.31.6,Plots,1771,441,243,165,486,236,164,2,34
7dcda22e,"filepath type agnostic `savefig` (#4309)","2022-08-16 18:34:15 +0200",1.31.7,Plots,1771,440,229,159,508,236,164,2,33
1a95d8b6,"3d: add `projection_type` - consistency backends (#4320)","2022-09-02 10:05:51 +0200",1.31.7,Plots,1774,442,229,160,509,236,163,2,33
8ea45ff5,"Extended help to show all attributes (#4343)","2022-09-09 16:07:57 +0200",1.32.0,Plots,1775,442,229,160,510,236,163,2,33
f2cb2aa8,"Remove GeometryBasics/StaticArrays (#4287)","2022-09-12 10:51:04 -0400",1.32.1,Plots,1775,444,227,160,510,236,163,2,33
3f44fe17,"fix setting default font via `font` (#4344)","2022-09-12 20:24:39 +0200",1.33.0,Plots,1778,445,228,160,511,236,163,2,33
1df65c0d,"add fuzzy finding attributes (#4346)","2022-09-15 10:02:39 +0200",1.33.0,Plots,1778,444,228,161,511,236,163,2,33
e104a613,"rework `gr_draw_markers` for 3d - fix ticks labels (flip) (#4356)","2022-09-17 12:05:06 +0200",1.33.0,Plots,1777,444,228,161,510,236,163,2,33
afa40954,"precompile using `SnoopPrecompile` (#4334)","2022-09-20 18:16:43 +0200",1.33.0,Plots,1831,498,228,161,510,236,163,2,33
ef4a7a62,"unify shorthands (#4361)","2022-09-21 09:38:36 +0200",1.33.0,Plots,1857,499,234,164,510,244,171,2,33
cf1a0c28,"Provide errorbars as callable recipes (#4362)","2022-09-21 13:13:26 +0200",1.33.0,Plots,1869,499,233,165,510,256,171,2,33
e0c58fbe,"integrate `UnitfulRecipes` into `Plots` (#4371)","2022-09-27 08:52:52 +0200",1.34.1,Plots,1871,501,233,165,510,256,171,2,33
ee8403c4,"fix `windows` precompilation on julia `1.8.2` (#4406)","2022-10-01 00:22:31 +0200",1.34.4,Plots,1869,499,233,165,510,256,171,2,33
31d73df9,"reduce allocations in `slice_arg!` (#4411)","2022-10-02 05:14:14 -0400",1.35.0,Plots,1870,500,233,165,510,256,171,2,33
2823d498,"`Unitful`: fix ticks and lims (#4414)","2022-10-03 06:48:03 +0200",1.35.0,Plots,1870,497,232,165,514,256,171,2,33
bc0bab1f,"scaling axis limits by manual factor (#4367)","2022-10-04 11:03:36 +0300",1.35.0,Plots,1876,497,232,166,519,256,171,2,33
97cf4dab,"use `circshift` (#4449)","2022-10-08 12:56:14 +0200",1.35.3,Plots,1875,497,232,166,518,256,171,2,33
4366f8ae,"quality test using `Aqua` - simplifications - cov - tests (#4456)","2022-10-17 15:24:22 +0200",1.35.3,Plots,1856,498,229,165,511,254,162,3,34
ed716d3f,"bump coverage (#4458)","2022-10-17 21:19:02 +0200",1.35.3,Plots,1854,497,229,165,510,254,162,3,34
679f8064,"bump coverage (#4461)","2022-10-18 17:42:05 +0200",1.35.3,Plots,1849,495,228,164,510,254,161,3,34
62cdae8e,"fix `nightly` - bump cov (#4466)","2022-10-21 02:02:56 +0200",1.35.4,Plots,1850,496,229,164,509,254,161,3,34
a3eb29e7,"bump cov - more `PyPlot` exs - more tests (#4469)","2022-10-21 12:32:03 +0200",1.35.4,Plots,1848,496,229,164,509,254,159,3,34
cb37b577,"restore non-allocating gen - bump coverage - various fixes (#4470)","2022-10-23 16:24:47 +0200",1.35.5,Plots,1852,495,236,166,507,253,158,3,34
d37774f7,"bump coverage (#4472)","2022-10-23 20:13:24 +0200",1.35.5,Plots,1849,495,236,166,504,253,158,3,34
11163db5,"simplify `GRViewport` (#4480)","2022-10-30 12:26:27 +0100",1.35.5,Plots,1847,497,233,167,502,253,158,3,34
