Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel,Version,Commit,Message,Date
UnicodePlots,235,83,72,0,41,12,18,1,8,"UnicodePlots@1.1.0","cfce201","Merge pull request #112 from ronisbr/master","2020-02-03 07:36:52 +0100"
UnicodePlots,235,83,71,0,41,12,18,2,8,"UnicodePlots@1.2.0","b3f4e35","Merge pull request #121 from bkamins/patch-1","2020-08-15 12:33:55 +0200"
UnicodePlots,243,87,73,0,43,12,18,2,8,"UnicodePlots@1.4.0","8edd8f9","Extend `color` for tuple of RGB components (#145)","2021-08-19 16:46:36 +0200"
UnicodePlots,244,87,74,0,43,12,18,2,8,"UnicodePlots@2.0.0","a4ae396","Switch to compact repr for floats (#147)","2021-08-31 08:01:31 +0200"
UnicodePlots,245,87,74,0,44,12,18,2,8,"UnicodePlots@2.0.1","65d3cd4","allow histogram edges to be integer (#149)","2021-09-01 18:01:37 +0800"
UnicodePlots,245,86,74,0,43,12,20,2,8,"UnicodePlots@2.0.1","ee24b3d","Improve Dates support for stairs and xlim (#122)","2021-09-02 08:07:38 -0700"
UnicodePlots,247,88,74,0,43,12,20,2,8,"UnicodePlots@2.0.1","668ea9a","Add basic `savefig` implementation (#152)","2021-09-02 17:46:09 +0200"
UnicodePlots,249,88,76,0,43,12,20,2,8,"UnicodePlots@2.0.1","5b0d7ce","Spy coo (#120)","2021-09-02 11:58:16 -0400"
UnicodePlots,252,91,76,0,43,12,20,2,8,"UnicodePlots@2.1.0","5858045","Add input to displaysize (#156)","2021-09-05 14:30:07 +0200"
UnicodePlots,253,91,76,0,44,12,20,2,8,"UnicodePlots@2.1.0","e0c0076","Enhance resolution of histogram (#155)","2021-09-05 15:10:18 +0200"
UnicodePlots,260,91,76,0,51,12,20,2,8,"UnicodePlots@2.1.0","878e32a","Support `:log`, `:log2`, `:log10` scales (#158)","2021-09-06 11:30:49 +0200"
UnicodePlots,258,89,76,0,52,12,20,2,7,"UnicodePlots@2.2.1","be6e6dc","Fix incorrect braille canvas spacing (#167)","2021-09-07 13:52:17 +0200"
UnicodePlots,280,103,77,0,54,16,21,2,7,"UnicodePlots@2.3.0","79b8f13","Add support for text annotation on an existing plot (#171)","2021-09-14 11:58:45 -0400"
UnicodePlots,278,103,77,0,52,16,21,2,7,"UnicodePlots@2.4.0","fb71487","Rename `xyscale` to `xyfact`, use default transform symbol (#172)","2021-09-15 11:04:37 +0200"
UnicodePlots,278,101,77,0,54,16,21,2,7,"UnicodePlots@2.4.2","2626846","Fix `border=:none` (#177)","2021-09-16 23:11:13 +0200"
UnicodePlots,278,100,77,0,55,16,21,2,7,"UnicodePlots@2.4.2","957840b","Restore functor functionality (#178)","2021-09-17 11:54:31 +0200"
UnicodePlots,280,103,77,0,54,16,21,2,7,"UnicodePlots@2.4.4","0b29830","Add `marker` support (#181)","2021-09-25 10:41:26 +0200"
UnicodePlots,283,104,78,0,55,16,21,2,7,"UnicodePlots@2.4.5","884ab7e","Force color in tests for `PkgEval`, code cleanup (#185)","2021-09-26 16:12:17 +0200"
UnicodePlots,278,104,78,0,54,12,21,2,7,"UnicodePlots@2.4.6","6584706","More coverage (#187)","2021-10-01 15:33:01 +0200"
UnicodePlots,279,104,79,0,54,12,21,2,7,"UnicodePlots@2.4.6","a859bcf","Axis scale: change default exponent to unicode (#190)","2021-11-28 14:25:32 +0100"
