Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel,Version,Commit,Message,Date
DifferentialEquations,1499,63,675,2,589,70,95,2,3,"DifferentialEquations@v6.6.0","17adde5","Update Project.toml","2019-07-03 05:28:08 -0400"
DifferentialEquations,1499,63,675,2,589,70,95,1,4,"DifferentialEquations@v6.6.0","08bcf6f","Merge remote-tracking branch 'origin/master'","2019-09-07 14:09:38 -0400"
DifferentialEquations,1405,46,564,3,695,36,57,2,2,"DifferentialEquations@6.14.0","48f8de2","Merge pull request #626 from SciML/compathelper/new_version/2020-06-23-22-16-58-778-1814292698","2020-06-23 19:15:20 -0400"
DifferentialEquations,1405,46,563,3,695,36,57,2,3,"DifferentialEquations@6.15.0","d60a346","Merge pull request #708 from SciML/compathelper/new_version/2020-12-25-23-21-53-796-2062061952","2020-12-25 18:50:16 -0500"
DifferentialEquations,1405,46,563,3,695,36,57,1,4,"DifferentialEquations@6.17.1","62d45a1","Merge pull request #752 from SciML/default_ode","2021-05-25 05:38:21 -0400"
DifferentialEquations,1405,46,563,3,695,36,57,2,3,"DifferentialEquations@6.17.1","ea2cd75","Update README.md","2021-05-28 06:10:36 -0400"
DifferentialEquations,1415,46,563,3,705,36,57,2,3,"DifferentialEquations@6.18.0","34ea320","Update Project.toml","2021-07-27 12:31:56 -0400"
DifferentialEquations,1415,46,563,3,705,36,57,1,4,"DifferentialEquations@6.18.0","ada7092","Merge pull request #782 from SciML/prepare","2021-08-12 06:36:49 -0400"
DifferentialEquations,1415,46,563,3,705,36,57,2,3,"DifferentialEquations@6.19.0","ba10975","bump lower bounds","2021-10-14 10:05:18 -0400"
DifferentialEquations,1415,46,563,3,705,36,57,1,4,"DifferentialEquations@6.19.0","ebc0fcc","Merge pull request #815 from SciML/compathelper/new_version/2021-11-11-18-04-53-616-00377572720","2021-11-12 01:33:28 -0500"
DifferentialEquations,1506,63,677,2,591,70,98,2,3,"DifferentialEquations@6.20.0","9ded65a","Merge pull request #832 from SciML/linsolve","2021-12-21 07:07:12 -0500"
DifferentialEquations,1499,63,675,2,589,70,95,1,4,"DifferentialEquations@7.0.0","4c68665","Merge pull request #835 from SciML/deps","2021-12-24 05:41:08 -0500"
DifferentialEquations,1499,63,675,2,589,70,95,2,3,"DifferentialEquations@7.0.0","45b61ea","Merge pull request #836 from SciML/ChrisRackauckas-patch-1","2021-12-24 05:55:22 -0500"
DifferentialEquations,1499,63,675,2,589,70,95,1,4,"DifferentialEquations@7.0.0","e57294b","Merge pull request #840 from SciML/defaults","2022-01-11 07:52:41 -0500"
DifferentialEquations,1499,63,675,2,589,70,95,2,3,"DifferentialEquations@7.1.0","51a53ea","Merge pull request #877 from SciML/format2","2022-06-24 04:44:12 -0400"
DifferentialEquations,1477,63,669,2,575,70,93,2,3,"DifferentialEquations@7.1.0","eb57372","Merge pull request #879 from isaacsas/update-diffeqjump-to-jumpprocesses","2022-06-29 15:02:50 -0400"
