Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel,Version,Commit,Message,Date
Seapickle,12,3,0,7,2,0,0,0,0,"Seapickle@0.1.0","4bab6899e","Merge branch 'master' of https://github.com/ali-ramadhan/OceanLES.jl","2018-11-07 15:04:34 -0500"
Seapickle,12,3,0,4,5,0,0,0,0,"Seapickle@0.1.0","4e35c5d1b","Slow but elegant circshift derivative operators.","2018-11-08 15:49:58 -0500"
OceanDispatch,0,0,0,0,0,0,0,0,0,"OceanDispatch@0.1.0","384e23cdb","Rename to OceanDispatch.jl complete.","2018-11-14 19:34:30 -0500"
OceanDispatch,3,2,0,0,1,0,0,0,0,"OceanDispatch@0.1.0","5e5b84bb8","Fixed struct bugs in fields. Temperature is now \theta.","2018-11-14 21:21:12 -0500"
OceanDispatch,1,1,0,0,0,0,0,0,0,"OceanDispatch@0.1.0","cfb9ea5d9","Fixed bug in fields, and switching gears to deep_convection.","2018-11-15 07:19:34 -0500"
OceanDispatch,2,1,0,0,1,0,0,0,0,"OceanDispatch@0.1.0","2c5d9ad18","Updated module with EOF for future.","2018-11-15 10:48:42 -0500"
OceanDispatch,43,1,6,0,36,0,0,0,0,"OceanDispatch@0.1.0","c32a54db0","Merge pull request #10 from ali-ramadhan/fixing-nonhydrostatic-algorithm","2018-12-05 16:33:26 -0500"
OceanDispatch,52,1,6,0,41,0,4,0,0,"OceanDispatch@0.1.0","71a9ea76f","Merge pull request #11 from ali-ramadhan/Fields","2018-12-07 19:12:00 -0500"
Oceananigans,52,1,6,0,41,0,4,0,0,"Oceananigans@0.1.0","c53182955","Fixed dependencies and testing.","2018-12-08 07:27:22 -0500"
Oceananigans,45,1,7,0,37,0,0,0,0,"Oceananigans@0.1.0","834327b42","Rewrite of field abstractions.","2018-12-08 10:39:31 -0500"
Oceananigans,12,1,1,0,10,0,0,0,0,"Oceananigans@0.1.0","1537f73a1","Operators submodule is working","2018-12-08 11:26:39 -0500"
Oceananigans,13,1,1,0,11,0,0,0,0,"Oceananigans@0.1.0","77db36722","Updated grid constructor and tests.","2018-12-13 21:22:40 -0500"
Oceananigans,14,1,2,0,11,0,0,0,0,"Oceananigans@0.1.0","51d849f42","In-place 3D ppn spectral solver","2018-12-14 00:08:52 -0500"
Oceananigans,14,2,2,0,10,0,0,0,0,"Oceananigans@0.1.0","6726a1c2f","Faster equation of state struct.","2018-12-14 10:43:33 -0500"
Oceananigans,15,3,2,0,10,0,0,0,0,"Oceananigans@0.1.0","24ba54b17","Slight modifications to get 2D diffusion example to work.","2018-12-14 13:34:08 -0500"
Oceananigans,15,2,3,0,10,0,0,0,0,"Oceananigans@0.1.0","0c96914e8","Faster zero-allocation delta rho operator.","2018-12-14 20:31:19 -0500"
Oceananigans,16,2,4,0,10,0,0,0,0,"Oceananigans@0.1.0","f8fba4f15","Struct for spectral solver parameters","2018-12-14 20:34:02 -0500"
Oceananigans,17,2,5,0,10,0,0,0,0,"Oceananigans@0.1.0","4cdd7909a","Spectral solver using planned FFTs and DCTs.","2018-12-14 20:34:27 -0500"
Oceananigans,18,2,6,0,10,0,0,0,0,"Oceananigans@0.1.0","6dd438a84","Vertical integral operator for hydrostatic pressure anomaly now in EOS.","2019-01-09 17:48:53 -0500"
Oceananigans,20,2,6,0,12,0,0,0,0,"Oceananigans@0.1.0","1c47db9cc","Cleanup and reorganization.","2019-01-09 17:50:05 -0500"
Oceananigans,21,3,6,0,12,0,0,0,0,"Oceananigans@0.1.0","ecae84ba1","All model related structs merged into a huge Problem struct.","2019-01-09 20:12:17 -0500"
Oceananigans,24,3,7,0,14,0,0,0,0,"Oceananigans@0.1.0","ded16772a","Merge pull request #15 from ali-ramadhan/cpu-gpu-shared-kernels","2019-02-01 09:18:38 -0500"
Oceananigans,27,4,7,0,16,0,0,0,0,"Oceananigans@0.1.0","f43be0996","Updated module to work with Model.","2019-02-08 21:47:46 -0500"
Oceananigans,28,4,7,0,17,0,0,0,0,"Oceananigans@0.1.0","3527f447f","Refactoring module and time_step! to use model.cfg.","2019-02-09 08:22:27 -0500"
Oceananigans,30,5,7,0,18,0,0,0,0,"Oceananigans@0.1.0","d46d2be65","Updating deps and ignoring .jlser files.","2019-02-09 10:48:51 -0500"
Oceananigans,32,6,7,0,19,0,0,0,0,"Oceananigans@0.1.0","188ad7134","Field writer (to disk) with write/read functions.","2019-02-09 12:33:02 -0500"
Oceananigans,33,7,7,0,19,0,0,0,0,"Oceananigans@0.1.0","64443d52e","@views doesn't work here for some reason.","2019-02-09 22:41:19 -0500"
Oceananigans,34,8,7,0,19,0,0,0,0,"Oceananigans@0.1.0","3917089d7","Right, gotta update project.toml.","2019-02-10 08:09:43 -0500"
Oceananigans,35,9,7,0,19,0,0,0,0,"Oceananigans@0.1.0","ad0a9a869","Added a Nusselt_wT diagnostic.","2019-02-10 09:54:11 -0500"
Oceananigans,36,10,7,0,19,0,0,0,0,"Oceananigans@0.1.0","7a5848b4c","norm_gradient_squared operator for Nu diagnostic.","2019-02-10 16:33:17 -0500"
Oceananigans,37,11,7,0,19,0,0,0,0,"Oceananigans@0.1.0","e590148c8","Nusset_Chi diagnostic.","2019-02-10 16:33:30 -0500"
Oceananigans,131,14,44,0,50,4,19,0,0,"Oceananigans@0.58.0","924843759","Merge pull request #1514 from CliMA/ali/julia-1.6","2021-05-19 13:44:18 -0400"
Oceananigans,135,14,47,0,51,4,19,0,0,"Oceananigans@0.58.1","71e7554ef","`TKEBasedVerticalDiffusivity` closure for boundary layer and strongly-stratified ocean mixing (#1664)","2021-05-23 19:42:03 -0800"
Oceananigans,132,19,39,0,51,4,19,0,0,"Oceananigans@0.58.1","6e1842a20","Merge pull request #1669 from CliMA/cnh/cube-corner-fiddling","2021-05-25 18:51:40 -0400"
Oceananigans,131,18,39,0,51,4,19,0,0,"Oceananigans@0.58.9","a1953d058","Merge pull request #1845 from CliMA/ncc/cleanup-nondimensional-model","2021-07-10 16:24:29 +1000"
Oceananigans,118,17,40,0,35,7,19,0,0,"Oceananigans@0.59.0","6e39d3fcc","Major refactor of `FieldBoundaryConditions` (#1843)","2021-07-15 07:03:48 -0400"
Oceananigans,119,17,41,0,35,7,19,0,0,"Oceananigans@0.61.0","5aca0c1cd","SingleColumn enhancements and ""ensemble of columns"" abstraction (#1924)","2021-08-06 06:59:21 -0600"
Oceananigans,119,17,41,0,34,7,20,0,0,"Oceananigans@0.63.1","71b697555","Merge pull request #1903 from CliMA/ali/field-dataset-metadata","2021-09-29 12:06:35 -0400"
Oceananigans,123,17,44,0,35,7,20,0,0,"Oceananigans@0.65.0","9d1643c9e","New Simulation API: more callbacks, less ""progress"" (#1971)","2021-11-02 21:01:24 -0600"
Oceananigans,124,17,44,0,35,7,21,0,0,"Oceananigans@0.65.0","24e766481","Merge pull request #2025 from CliMA/ss/latitude_longitude_grid","2021-11-10 09:31:54 -0500"
Oceananigans,122,17,44,0,35,7,19,0,0,"Oceananigans@0.66.0","5573f7cad","Merge pull request #2050 from CliMA/ss/eliminate_vertically_stretched_and_regular_grid","2021-11-14 16:05:51 -0500"
